name,slug,category,subCategory,categoryNameZh,categoryNameEn,subCategoryNameZh,subCategoryNameEn,license,homepage,repo,status,totalScore,scorePercent
"Transformers.js","transformersjs","inference-serving","edge-local-inference","推理与运行时","Inference & Runtime","边缘与本地推理","Edge & Local Inference","Unknown","https://huggingface.co/docs/transformers.js","https://github.com/xenova/transformers.js","tracked","",""
"Trigger.dev","trigger-dev","applications-products","workflow-automation","应用与体验","Applications & Experience","工作流自动化","Workflow Automation","Unknown","https://trigger.dev/docs","https://github.com/triggerdotdev/trigger.dev","tracked","",""
"Triton","triton","inference-serving","inference-runtimes","推理与运行时","Inference & Runtime","推理运行时","Inference Runtimes","Unknown","https://triton-lang.org/","https://github.com/triton-lang/triton","tracked","",""
"Triton Inference Server","triton-inference-server","inference-serving","model-serving","推理与运行时","Inference & Runtime","模型服务","Model Serving","Unknown","https://developer.nvidia.com/nvidia-triton-inference-server","https://github.com/triton-inference-server/server","tracked","",""
"TRL","trl","training-optimization","finetuning-alignment","训练、评测与优化","Training, Evaluation & Optimization","微调与对齐","Finetuning & Alignment","Unknown","http://hf.co/docs/trl","https://github.com/huggingface/trl","tracked","",""
"tRPC-Agent-Go","trpc-agent-go","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://trpc.group/trpc-go/trpc-agent-go/","https://github.com/trpc-group/trpc-agent-go","tracked","",""
"Tunix","tunix","training-optimization","finetuning-alignment","训练、评测与优化","Training, Evaluation & Optimization","微调与对齐","Finetuning & Alignment","Unknown","https://pypi.org/project/tunix/","https://github.com/google/tunix","tracked","",""
"UFO: Desktop AgentOS","ufo","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://microsoft.github.io/UFO/","https://github.com/microsoft/ufo","tracked","",""
"UI/UX Pro Max Skill","ui-ux-pro-max-skill","coding-devtools","coding-agents","开发者工具链","Developer Tooling","编程智能体","Coding Agents","Unknown","https://ui-ux-pro-max-skill.nextlevelbuilder.io","https://github.com/nextlevelbuilder/ui-ux-pro-max-skill","tracked","",""
"UltraRAG","ultrarag","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://ultrarag.openbmb.cn/","https://github.com/openbmb/ultrarag","tracked","",""
"Unity Catalog","unitycatalog","rag-knowledge","data-connectors","知识与上下文工程","Knowledge & Context","数据连接器","Data Connectors","Unknown","https://unitycatalog.io/","https://github.com/unitycatalog/unitycatalog","tracked","",""
"Unity MCP","unity-mcp","coding-devtools","mcp-tools","开发者工具链","Developer Tooling","MCP 与工具协议","MCP & Tool Protocols","Unknown","https://www.coplay.dev/?ref=unity-mcp","https://github.com/coplaydev/unity-mcp","tracked","",""
"Universal Commerce Protocol (UCP)","universal-commerce-protocol","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://ucp.dev","https://github.com/universal-commerce-protocol/ucp","tracked","",""
"Unsloth","unsloth","training-optimization","finetuning-alignment","训练、评测与优化","Training, Evaluation & Optimization","微调与对齐","Finetuning & Alignment","Unknown","https://docs.unsloth.ai/","https://github.com/unslothai/unsloth","tracked","",""
"Unstract","unstract","platform-infra","data-platforms","平台与基础设施","Platform & Infrastructure","数据平台","Data Platforms","Unknown","https://unstract.com","https://github.com/zipstack/unstract","tracked","",""
"Unstructured","unstructured","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://www.unstructured.io/","https://github.com/unstructured-io/unstructured","tracked","",""
"Valkey","valkey","platform-infra","data-platforms","平台与基础设施","Platform & Infrastructure","数据平台","Data Platforms","Unknown","https://valkey.io","https://github.com/valkey-io/valkey","tracked","",""
"ValueCell","valuecell","agents","agent-orchestration","智能体系统","Agent Systems","编排与工作流","Orchestration & Workflows","Unknown","https://valuecell.ai","https://github.com/valuecell-ai/valuecell","tracked","",""
"Vanna","vanna","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://vanna.ai/","https://github.com/vanna-ai/vanna","tracked","",""
"Vercel AI","vercel-ai","coding-devtools","developer-utilities","开发者工具链","Developer Tooling","开发者工具","Developer Utilities","Unknown","https://ai-sdk.dev","https://github.com/vercel/ai","tracked","",""
"verl","verl","platform-infra","data-platforms","平台与基础设施","Platform & Infrastructure","数据平台","Data Platforms","Unknown","https://verl.readthedocs.io/en/latest/","https://github.com/volcengine/verl","tracked","",""
"Vespa","vespa","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://vespa.ai","https://github.com/vespa-engine/vespa","tracked","",""
"Vibe","vibe","models-modalities","audio-speech","模型与多模态","Models & Modalities","语音与音频","Audio & Speech","Unknown","https://thewh1teagle.github.io/vibe/","https://github.com/thewh1teagle/vibe","tracked","",""
"Vibe Kanban","vibe-kanban","coding-devtools","coding-agents","开发者工具链","Developer Tooling","编程智能体","Coding Agents","Unknown","https://www.vibekanban.com/","https://github.com/bloopai/vibe-kanban","tracked","",""
"Vibe Skills","vibe-skills","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","","https://github.com/foryourhealth111-pixel/vibe-skills","tracked","",""
"VibeVoice","vibevoice","models-modalities","audio-speech","模型与多模态","Models & Modalities","语音与音频","Audio & Speech","Unknown","","https://github.com/microsoft/vibevoice","tracked","",""
"Vibium","vibium","coding-devtools","mcp-tools","开发者工具链","Developer Tooling","MCP 与工具协议","MCP & Tool Protocols","Unknown","https://vibium.com/","https://github.com/vibiumdev/vibium","tracked","",""
"vLLM","vllm","platform-infra","deployment-operations","平台与基础设施","Platform & Infrastructure","部署与运维","Deployment & Operations","Apache-2.0","https://docs.vllm.ai/","https://github.com/vllm-project/vllm","tracked","",""
"vLLM Production Stack","vllm-production-stack","inference-serving","inference-runtimes","推理与运行时","Inference & Runtime","推理运行时","Inference Runtimes","Unknown","https://docs.vllm.ai/projects/production-stack","https://github.com/vllm-project/production-stack","tracked","",""
"vLLM Semantic Router","semantic-router","inference-serving","llm-routing-gateways","推理与运行时","Inference & Runtime","路由与网关","LLM Routing & Gateways","Unknown","https://vllm-semantic-router.com/","https://github.com/vllm-project/semantic-router","tracked","",""
"vLLM-Omni","vllm-omni","models-modalities","multimodal","模型与多模态","Models & Modalities","多模态","Multimodal","Unknown","https://docs.vllm.ai/projects/vllm-omni","https://github.com/vllm-project/vllm-omni","tracked","",""
"VM0","vm0","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://vm0.ai","https://github.com/vm0-ai/vm0","tracked","",""
"Volcano","volcano","platform-infra","cloud-native-ai","平台与基础设施","Platform & Infrastructure","云原生 AI","Cloud Native AI","Unknown","https://volcano.sh/","https://github.com/volcano-sh/volcano","tracked","",""
"Vosk API","vosk-api","models-modalities","audio-speech","模型与多模态","Models & Modalities","语音与音频","Audio & Speech","Unknown","","https://github.com/alphacep/vosk-api","tracked","",""
"VS Code","vscode","coding-devtools","coding-agents","开发者工具链","Developer Tooling","编程智能体","Coding Agents","Unknown","https://code.visualstudio.com/","https://github.com/microsoft/vscode","tracked","",""
"VSCode Copilot Chat","vscode-copilot-chat","coding-devtools","coding-agents","开发者工具链","Developer Tooling","编程智能体","Coding Agents","Unknown","https://code.visualstudio.com","https://github.com/microsoft/vscode-copilot-chat","tracked","",""
"Wave Terminal","waveterm","coding-devtools","coding-agents","开发者工具链","Developer Tooling","编程智能体","Coding Agents","Unknown","","https://github.com/wavetermdev/waveterm","tracked","",""
"Weaviate","weaviate","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://weaviate.io/developers/weaviate/","https://github.com/weaviate/weaviate","tracked","",""
"WebLLM","web-llm","platform-infra","deployment-operations","平台与基础设施","Platform & Infrastructure","部署与运维","Deployment & Operations","Unknown","https://webllm.mlc.ai/","https://github.com/mlc-ai/web-llm","tracked","",""
"Weights & Biases (W&B)","wandb","platform-infra","deployment-operations","平台与基础设施","Platform & Infrastructure","部署与运维","Deployment & Operations","Unknown","https://wandb.ai/","https://github.com/wandb/wandb","tracked","",""
"WeKnora","weknora","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://weknora.weixin.qq.com","https://github.com/tencent/weknora","tracked","",""
"whisper.cpp","whisper-cpp","models-modalities","audio-speech","模型与多模态","Models & Modalities","语音与音频","Audio & Speech","Unknown","","https://github.com/ggml-org/whisper.cpp","tracked","",""
"workerd","workerd","platform-infra","deployment-operations","平台与基础设施","Platform & Infrastructure","部署与运维","Deployment & Operations","Unknown","","https://github.com/cloudflare/workerd","tracked","",""
"Workflow DevKit","vercel-workflow","applications-products","workflow-automation","应用与体验","Applications & Experience","工作流自动化","Workflow Automation","Unknown","https://useworkflow.dev","https://github.com/vercel/workflow","tracked","",""
"Worktrunk","worktrunk","coding-devtools","ide-cli-tools","开发者工具链","Developer Tooling","IDE 与 CLI 工具","IDE & CLI Tools","Unknown","https://worktrunk.dev","https://github.com/max-sixty/worktrunk","tracked","",""
"Wren AI","wrenai","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://docs.getwren.ai/oss/overview/introduction","https://github.com/canner/wrenai","tracked","",""
"XGrammar","xgrammar","inference-serving","inference-runtimes","推理与运行时","Inference & Runtime","推理运行时","Inference Runtimes","Unknown","https://xgrammar.mlc.ai/docs/","https://github.com/mlc-ai/xgrammar","tracked","",""
"Xiaohongshu MCP","xiaohongshu-mcp","coding-devtools","mcp-tools","开发者工具链","Developer Tooling","MCP 与工具协议","MCP & Tool Protocols","Unknown","https://www.haha.ai/xiaohongshu-mcp","https://github.com/xpzouying/xiaohongshu-mcp","tracked","",""
"Xiaozhi ESP32","xiaozhi-esp32","applications-products","chat-interfaces","应用与体验","Applications & Experience","聊天与交互界面","Chat Interfaces","Unknown","https://xiaozhi.me/","https://github.com/78/xiaozhi-esp32","tracked","",""
"Xinference (Xorbits Inference)","xorbits-inference","inference-serving","inference-runtimes","推理与运行时","Inference & Runtime","推理运行时","Inference Runtimes","Unknown","https://inference.readthedocs.io/","https://github.com/xorbitsai/inference","tracked","",""
"XLA","xla","inference-serving","gpu-acceleration","推理与运行时","Inference & Runtime","GPU 加速","GPU Acceleration","Unknown","","https://github.com/openxla/xla","tracked","",""
"xLLM","xllm","training-optimization","training-frameworks","训练、评测与优化","Training, Evaluation & Optimization","训练框架","Training Frameworks","Unknown","https://xllm.readthedocs.io/zh-cn/latest/","https://github.com/jd-opensource/xllm","tracked","",""
"xmcp","xmcp","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://xmcp.dev","https://github.com/basementstudio/xmcp","tracked","",""
"xyflow","xyflow","applications-products","productivity-tools","应用与体验","Applications & Experience","效率工具","Productivity Tools","Unknown","https://xyflow.com","https://github.com/xyflow/xyflow","tracked","",""
"Youtu-Agent","youtu-agent","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://tencentcloudadp.github.io/youtu-agent/","https://github.com/tencentcloudadp/youtu-agent","tracked","",""
"zcf","zcf","coding-devtools","ide-cli-tools","开发者工具链","Developer Tooling","IDE 与 CLI 工具","IDE & CLI Tools","Unknown","","https://github.com/ufomiao/zcf","tracked","",""
"Zed","zed","coding-devtools","coding-agents","开发者工具链","Developer Tooling","编程智能体","Coding Agents","Unknown","https://zed.dev","https://github.com/zed-industries/zed","tracked","",""
"ZenML","zenml","platform-infra","deployment-operations","平台与基础设施","Platform & Infrastructure","部署与运维","Deployment & Operations","Unknown","https://docs.zenml.io/","https://github.com/zenml-io/zenml","tracked","",""
"ZeroClaw","zeroclaw","coding-devtools","ide-cli-tools","开发者工具链","Developer Tooling","IDE 与 CLI 工具","IDE & CLI Tools","Unknown","https://www.zeroclawlabs.ai/","https://github.com/zeroclaw-labs/zeroclaw","tracked","",""
